Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,TotalPrice,YearMonth,ist_sonderposten
554104,POST,POSTAGE,4,2011-05-22 14:03:00,18.0,12705,Germany,72.0,2011-05,True
554106,POST,POSTAGE,4,2011-05-22 14:05:00,18.0,12710,Germany,72.0,2011-05,True
554109,POST,POSTAGE,2,2011-05-22 14:33:00,18.0,12682,France,36.0,2011-05,True
C554127,M,MANUAL,-96,2011-05-23 09:24:00,5.0,17949,United Kingdom,-480.0,2011-05,True
554132,POST,POSTAGE,4,2011-05-23 09:43:00,40.0,12360,Austria,160.0,2011-05,True
554134,POST,POSTAGE,2,2011-05-23 09:48:00,18.0,12583,France,36.0,2011-05,True
554137,POST,POSTAGE,2,2011-05-23 10:13:00,18.0,12708,Germany,36.0,2011-05,True
554147,POST,POSTAGE,2,2011-05-23 10:48:00,15.0,12423,Belgium,30.0,2011-05,True
C554154,M,MANUAL,-1,2011-05-23 11:24:00,1241.98,12757,Portugal,-1241.98,2011-05,True
554155,M,MANUAL,1,2011-05-23 11:26:00,1241.98,12757,Portugal,1241.98,2011-05,True
554159,POST,POSTAGE,2,2011-05-23 11:48:00,15.0,12464,Belgium,30.0,2011-05,True
554280,C2,CARRIAGE,1,2011-05-23 13:35:00,50.0,14817,United Kingdom,50.0,2011-05,True
554285,DOT,DOTCOM POSTAGE,1,2011-05-23 14:15:00,156.92,,United Kingdom,156.92,2011-05,True
554293,DOT,DOTCOM POSTAGE,1,2011-05-23 14:19:00,159.63,,United Kingdom,159.63,2011-05,True
554301,M,MANUAL,1,2011-05-23 14:46:00,1241.98,12757,Portugal,1241.98,2011-05,True
C554302,M,MANUAL,-1,2011-05-23 14:50:00,1241.98,12757,Portugal,-1241.98,2011-05,True
C554303,M,MANUAL,-1,2011-05-23 14:52:00,15.0,12757,Portugal,-15.0,2011-05,True
554305,M,MANUAL,1,2011-05-23 14:58:00,557.72,12757,Portugal,557.72,2011-05,True
C554308,M,MANUAL,-1,2011-05-23 15:00:00,557.72,12757,Portugal,-557.72,2011-05,True
554310,DOT,DOTCOM POSTAGE,1,2011-05-23 15:25:00,249.91,,United Kingdom,249.91,2011-05,True
554324,POST,POSTAGE,1,2011-05-23 15:38:00,18.0,12712,Germany,18.0,2011-05,True
554325,POST,POSTAGE,3,2011-05-23 15:38:00,18.0,12621,Germany,54.0,2011-05,True
554356,POST,POSTAGE,2,2011-05-24 09:25:00,18.0,12670,France,36.0,2011-05,True
554363,POST,POSTAGE,2,2011-05-24 10:19:00,18.0,12647,Germany,36.0,2011-05,True
554511,DOT,DOTCOM POSTAGE,1,2011-05-24 15:52:00,162.67,,United Kingdom,162.67,2011-05,True
554512,DOT,DOTCOM POSTAGE,1,2011-05-24 15:54:00,194.12,,United Kingdom,194.12,2011-05,True
554514,DOT,DOTCOM POSTAGE,1,2011-05-24 15:58:00,214.29,,United Kingdom,214.29,2011-05,True
C554516,D,DISCOUNT,-1,2011-05-24 16:50:00,13.88,14527,United Kingdom,-13.88,2011-05,True
C554535,M,MANUAL,-1,2011-05-24 17:36:00,60.0,17940,United Kingdom,-60.0,2011-05,True
C554544,M,MANUAL,-1,2011-05-25 09:34:00,102.64,,United Kingdom,-102.64,2011-05,True
554555,POST,POSTAGE,2,2011-05-25 10:08:00,18.0,12437,France,36.0,2011-05,True
554648,POST,POSTAGE,3,2011-05-25 12:44:00,18.0,12562,France,54.0,2011-05,True
554650,POST,POSTAGE,3,2011-05-25 12:54:00,18.0,12681,France,54.0,2011-05,True
554654,POST,POSTAGE,3,2011-05-25 13:34:00,40.0,12815,Poland,120.0,2011-05,True
554694,DOT,DOTCOM POSTAGE,1,2011-05-25 17:06:00,202.77,,United Kingdom,202.77,2011-05,True
554699,POST,POSTAGE,3,2011-05-26 09:17:00,18.0,12613,Germany,54.0,2011-05,True
554711,POST,POSTAGE,1,2011-05-26 10:41:00,18.0,12654,Germany,18.0,2011-05,True
554714,DOT,DOTCOM POSTAGE,1,2011-05-26 10:44:00,155.25,,United Kingdom,155.25,2011-05,True
554770,C2,CARRIAGE,1,2011-05-26 11:40:00,50.0,14911,EIRE,50.0,2011-05,True
554792,POST,POSTAGE,1,2011-05-26 12:38:00,28.0,12547,Spain,28.0,2011-05,True
554794,POST,POSTAGE,2,2011-05-26 12:41:00,18.0,12720,Germany,36.0,2011-05,True
554826,C2,CARRIAGE,2,2011-05-26 14:53:00,18.0,12493,France,36.0,2011-05,True
554840,POST,POSTAGE,2,2011-05-26 17:16:00,18.0,12684,France,36.0,2011-05,True
554861,POST,POSTAGE,5,2011-05-27 10:29:00,18.0,12633,Germany,90.0,2011-05,True
554924,POST,POSTAGE,1,2011-05-27 12:54:00,4.0,12748,United Kingdom,4.0,2011-05,True
554933,M,MANUAL,2,2011-05-27 13:26:00,0.3,13232,United Kingdom,0.6,2011-05,True
554938,POST,POSTAGE,4,2011-05-27 13:34:00,15.0,12876,Belgium,60.0,2011-05,True
554940,POST,POSTAGE,2,2011-05-27 13:49:00,18.0,12494,France,36.0,2011-05,True
554957,DOT,DOTCOM POSTAGE,1,2011-05-27 15:17:00,75.75,,United Kingdom,75.75,2011-05,True
554958,DOT,DOTCOM POSTAGE,1,2011-05-27 15:17:00,167.88,,United Kingdom,167.88,2011-05,True
554959,DOT,DOTCOM POSTAGE,1,2011-05-27 15:18:00,58.5,,United Kingdom,58.5,2011-05,True
554960,DOT,DOTCOM POSTAGE,1,2011-05-27 15:18:00,148.75,,United Kingdom,148.75,2011-05,True
554961,DOT,DOTCOM POSTAGE,1,2011-05-27 15:19:00,164.29,,United Kingdom,164.29,2011-05,True
554985,POST,POSTAGE,4,2011-05-29 12:26:00,18.0,12426,Germany,72.0,2011-05,True
555003,POST,POSTAGE,1,2011-05-31 09:36:00,15.0,12787,Netherlands,15.0,2011-05,True
555096,POST,POSTAGE,3,2011-05-31 13:32:00,18.0,12682,France,54.0,2011-05,True
555095,POST,POSTAGE,7,2011-05-31 13:32:00,28.0,12540,Spain,196.0,2011-05,True
555106,POST,POSTAGE,2,2011-05-31 14:14:00,15.0,12790,Netherlands,30.0,2011-05,True
555110,M,MANUAL,2,2011-05-31 14:34:00,1.65,17841,United Kingdom,3.3,2011-05,True
555147,POST,POSTAGE,4,2011-05-31 15:41:00,40.0,13505,Switzerland,160.0,2011-05,True
555149,gift_0001_30,DOTCOMGIFTSHOP GIFT VOUCHER £30.00,1,2011-05-31 15:49:00,25.0,,United Kingdom,25.0,2011-05,True
555149,DOT,DOTCOM POSTAGE,1,2011-05-31 15:49:00,154.01,,United Kingdom,154.01,2011-05,True
555150,DOT,DOTCOM POSTAGE,1,2011-05-31 15:53:00,183.55,,United Kingdom,183.55,2011-05,True
555161,POST,POSTAGE,1,2011-06-01 09:26:00,15.0,12423,Belgium,15.0,2011-06,True
555162,POST,POSTAGE,4,2011-06-01 10:15:00,18.0,12473,Germany,72.0,2011-06,True
C555163,POST,POSTAGE,-2,2011-06-01 10:18:00,18.0,12473,Germany,-36.0,2011-06,True
555264,M,MANUAL,1,2011-06-01 16:03:00,3.95,17757,United Kingdom,3.95,2011-06,True
555275,DOT,DOTCOM POSTAGE,1,2011-06-01 17:18:00,205.29,,United Kingdom,205.29,2011-06,True
555276,DOT,DOTCOM POSTAGE,1,2011-06-01 17:28:00,185.88,,United Kingdom,185.88,2011-06,True
555277,DOT,DOTCOM POSTAGE,1,2011-06-01 17:30:00,124.87,,United Kingdom,124.87,2011-06,True
555278,DOT,DOTCOM POSTAGE,1,2011-06-01 17:33:00,97.96,,United Kingdom,97.96,2011-06,True
555320,DOT,DOTCOM POSTAGE,1,2011-06-02 11:00:00,98.54,,United Kingdom,98.54,2011-06,True
555321,DOT,DOTCOM POSTAGE,1,2011-06-02 11:01:00,56.79,,United Kingdom,56.79,2011-06,True
555322,DOT,DOTCOM POSTAGE,1,2011-06-02 11:01:00,88.71,,United Kingdom,88.71,2011-06,True
555324,DOT,DOTCOM POSTAGE,1,2011-06-02 11:02:00,124.08,,United Kingdom,124.08,2011-06,True
555325,DOT,DOTCOM POSTAGE,1,2011-06-02 11:02:00,47.67,,United Kingdom,47.67,2011-06,True
555323,DOT,DOTCOM POSTAGE,1,2011-06-02 11:02:00,46.0,,United Kingdom,46.0,2011-06,True
555326,DOT,DOTCOM POSTAGE,1,2011-06-02 11:03:00,79.67,,United Kingdom,79.67,2011-06,True
555327,DOT,DOTCOM POSTAGE,1,2011-06-02 11:03:00,158.63,,United Kingdom,158.63,2011-06,True
C555339,M,MANUAL,-1,2011-06-02 11:32:00,11.7,16422,United Kingdom,-11.7,2011-06,True
555397,DOT,DOTCOM POSTAGE,1,2011-06-02 17:26:00,216.8,,United Kingdom,216.8,2011-06,True
555403,POST,POSTAGE,1,2011-06-02 18:06:00,40.0,12676,Sweden,40.0,2011-06,True
555407,POST,POSTAGE,1,2011-06-03 07:48:00,15.0,12775,Netherlands,15.0,2011-06,True
555417,POST,POSTAGE,1,2011-06-03 10:17:00,18.0,12601,Germany,18.0,2011-06,True
555470,POST,POSTAGE,1,2011-06-03 11:33:00,28.0,12455,Spain,28.0,2011-06,True
555510,DOT,DOTCOM POSTAGE,1,2011-06-03 17:09:00,181.45,,United Kingdom,181.45,2011-06,True
555523,POST,POSTAGE,2,2011-06-05 11:36:00,18.0,12468,Germany,36.0,2011-06,True
555531,POST,POSTAGE,11,2011-06-05 11:53:00,18.0,12678,France,198.0,2011-06,True
555547,POST,POSTAGE,4,2011-06-05 13:13:00,18.0,12681,France,72.0,2011-06,True
555553,POST,POSTAGE,2,2011-06-05 13:45:00,18.0,12662,Germany,36.0,2011-06,True
555569,POST,POSTAGE,5,2011-06-05 15:29:00,18.0,12727,France,90.0,2011-06,True
555572,POST,POSTAGE,6,2011-06-05 15:37:00,15.0,12449,Belgium,90.0,2011-06,True
555574,POST,POSTAGE,3,2011-06-05 15:46:00,15.0,12417,Belgium,45.0,2011-06,True
555589,POST,POSTAGE,2,2011-06-06 09:36:00,15.0,12802,Netherlands,30.0,2011-06,True
C555597,D,DISCOUNT,-1,2011-06-06 10:19:00,42.0,15796,United Kingdom,-42.0,2011-06,True
555648,M,MANUAL,12,2011-06-06 13:46:00,0.39,14623,United Kingdom,4.68,2011-06,True
555719,POST,POSTAGE,5,2011-06-06 15:31:00,18.0,12609,Germany,90.0,2011-06,True
555721,POST,POSTAGE,3,2011-06-06 16:01:00,15.0,15108,European Community,45.0,2011-06,True
555722,DOT,DOTCOM POSTAGE,1,2011-06-06 16:06:00,208.89,,United Kingdom,208.89,2011-06,True
555726,POST,POSTAGE,2,2011-06-06 16:23:00,28.0,12540,Spain,56.0,2011-06,True
555739,POST,POSTAGE,3,2011-06-07 09:49:00,15.0,12380,Belgium,45.0,2011-06,True
555851,M,MANUAL,1,2011-06-07 13:37:00,3.75,13050,United Kingdom,3.75,2011-06,True
555858,C2,CARRIAGE,1,2011-06-07 14:12:00,50.0,14911,EIRE,50.0,2011-06,True
555869,POST,POSTAGE,1,2011-06-07 14:54:00,5.15,,United Kingdom,5.15,2011-06,True
555923,DOT,DOTCOM POSTAGE,1,2011-06-07 17:09:00,222.18,,United Kingdom,222.18,2011-06,True
555924,DOT,DOTCOM POSTAGE,1,2011-06-07 17:12:00,174.78,,United Kingdom,174.78,2011-06,True
555925,DOT,DOTCOM POSTAGE,1,2011-06-07 17:13:00,173.59,,United Kingdom,173.59,2011-06,True
555928,POST,POSTAGE,2,2011-06-08 08:02:00,15.0,12383,Belgium,30.0,2011-06,True
555931,POST,POSTAGE,4,2011-06-08 08:31:00,40.0,17828,Malta,160.0,2011-06,True
555937,POST,POSTAGE,3,2011-06-08 09:39:00,18.0,12683,France,54.0,2011-06,True
555941,POST,POSTAGE,1,2011-06-08 10:10:00,18.0,12726,France,18.0,2011-06,True
555943,POST,POSTAGE,3,2011-06-08 10:15:00,40.0,13520,Switzerland,120.0,2011-06,True
C556037,D,DISCOUNT,-1,2011-06-08 12:37:00,20.92,14527,United Kingdom,-20.92,2011-06,True
556070,M,MANUAL,1,2011-06-08 14:51:00,129.38,17873,United Kingdom,129.38,2011-06,True
556082,DOT,DOTCOM POSTAGE,1,2011-06-08 15:22:00,212.96,,United Kingdom,212.96,2011-06,True
556081,DOT,DOTCOM POSTAGE,1,2011-06-08 15:22:00,169.29,,United Kingdom,169.29,2011-06,True
556083,DOT,DOTCOM POSTAGE,1,2011-06-08 15:23:00,89.79,,United Kingdom,89.79,2011-06,True
556085,DOT,DOTCOM POSTAGE,1,2011-06-08 15:23:00,151.33,,United Kingdom,151.33,2011-06,True
556086,DOT,DOTCOM POSTAGE,1,2011-06-08 15:24:00,53.33,,United Kingdom,53.33,2011-06,True
556087,DOT,DOTCOM POSTAGE,1,2011-06-08 15:24:00,110.13,,United Kingdom,110.13,2011-06,True
556088,DOT,DOTCOM POSTAGE,1,2011-06-08 15:24:00,36.13,,United Kingdom,36.13,2011-06,True
556091,DOT,DOTCOM POSTAGE,1,2011-06-08 15:25:00,84.63,,United Kingdom,84.63,2011-06,True
556089,DOT,DOTCOM POSTAGE,1,2011-06-08 15:25:00,93.75,,United Kingdom,93.75,2011-06,True
556090,DOT,DOTCOM POSTAGE,1,2011-06-08 15:25:00,61.79,,United Kingdom,61.79,2011-06,True
556092,DOT,DOTCOM POSTAGE,1,2011-06-08 15:25:00,97.79,,United Kingdom,97.79,2011-06,True
556093,DOT,DOTCOM POSTAGE,1,2011-06-08 15:26:00,224.42,,United Kingdom,224.42,2011-06,True
556094,DOT,DOTCOM POSTAGE,1,2011-06-08 15:26:00,98.75,,United Kingdom,98.75,2011-06,True
556095,DOT,DOTCOM POSTAGE,1,2011-06-08 15:27:00,192.54,,United Kingdom,192.54,2011-06,True
556108,DOT,DOTCOM POSTAGE,1,2011-06-08 17:59:00,275.98,,United Kingdom,275.98,2011-06,True
556114,POST,POSTAGE,1,2011-06-09 09:36:00,18.0,12569,Germany,18.0,2011-06,True
556118,POST,POSTAGE,2,2011-06-09 09:54:00,18.0,13811,Germany,36.0,2011-06,True
556126,C2,CARRIAGE,1,2011-06-09 10:23:00,50.0,14911,EIRE,50.0,2011-06,True
556194,POST,POSTAGE,2,2011-06-09 12:20:00,18.0,12483,Sweden,36.0,2011-06,True
556203,POST,POSTAGE,1,2011-06-09 13:09:00,15.0,12399,Belgium,15.0,2011-06,True
556206,C2,CARRIAGE,1,2011-06-09 13:46:00,50.0,14911,EIRE,50.0,2011-06,True
556222,M,MANUAL,12,2011-06-09 14:23:00,0.38,17522,United Kingdom,4.5600000000000005,2011-06,True
556235,POST,POSTAGE,1,2011-06-09 15:29:00,15.0,12778,Netherlands,15.0,2011-06,True
556237,DOT,DOTCOM POSTAGE,1,2011-06-09 15:34:00,275.34,,United Kingdom,275.34,2011-06,True
556241,POST,POSTAGE,8,2011-06-09 16:04:00,28.0,12597,Spain,224.0,2011-06,True
556243,DOT,DOTCOM POSTAGE,1,2011-06-09 16:07:00,237.33,,United Kingdom,237.33,2011-06,True
556258,POST,POSTAGE,3,2011-06-09 17:48:00,18.0,12694,France,54.0,2011-06,True
556259,POST,POSTAGE,4,2011-06-09 17:53:00,18.0,12721,France,72.0,2011-06,True
C556265,D,DISCOUNT,-1,2011-06-09 19:24:00,28.04,16684,United Kingdom,-28.04,2011-06,True
C556274,M,MANUAL,-1,2011-06-09 19:46:00,600.0,15299,United Kingdom,-600.0,2011-06,True
C556281,POST,POSTAGE,-1,2011-06-09 20:32:00,4.05,14040,United Kingdom,-4.05,2011-06,True
556305,POST,POSTAGE,4,2011-06-10 10:38:00,18.0,12643,France,72.0,2011-06,True
C556324,POST,POSTAGE,-1,2011-06-10 11:15:00,5.0,14287,United Kingdom,-5.0,2011-06,True
556428,DOT,DOTCOM POSTAGE,1,2011-06-10 13:23:00,130.71,,United Kingdom,130.71,2011-06,True
556429,DOT,DOTCOM POSTAGE,1,2011-06-10 13:23:00,61.63,,United Kingdom,61.63,2011-06,True
556427,DOT,DOTCOM POSTAGE,1,2011-06-10 13:23:00,91.33,,United Kingdom,91.33,2011-06,True
556431,DOT,DOTCOM POSTAGE,1,2011-06-10 13:24:00,9.08,,United Kingdom,9.08,2011-06,True
556443,POST,POSTAGE,4,2011-06-10 15:28:00,18.0,12712,Germany,72.0,2011-06,True
C556445,M,MANUAL,-1,2011-06-10 15:31:00,38970.0,15098,United Kingdom,-38970.0,2011-06,True
556459,DOT,DOTCOM POSTAGE,1,2011-06-10 17:25:00,171.46,,United Kingdom,171.46,2011-06,True
556463,POST,POSTAGE,2,2011-06-12 10:47:00,18.0,12583,France,36.0,2011-06,True
556469,POST,POSTAGE,3,2011-06-12 11:37:00,18.0,12516,Germany,54.0,2011-06,True
556507,POST,POSTAGE,8,2011-06-13 09:55:00,18.0,12567,France,144.0,2011-06,True
556509,POST,POSTAGE,2,2011-06-13 10:33:00,18.0,12708,Germany,36.0,2011-06,True
556513,DOT,DOTCOM POSTAGE,1,2011-06-13 10:45:00,101.17,,United Kingdom,101.17,2011-06,True
556515,DOT,DOTCOM POSTAGE,1,2011-06-13 10:45:00,61.71,,United Kingdom,61.71,2011-06,True
556514,POST,POSTAGE,1,2011-06-13 10:45:00,3.3,,United Kingdom,3.3,2011-06,True
556516,DOT,DOTCOM POSTAGE,1,2011-06-13 10:46:00,87.04,,United Kingdom,87.04,2011-06,True
556517,POST,POSTAGE,5,2011-06-13 10:52:00,18.0,12481,Germany,90.0,2011-06,True
556519,POST,POSTAGE,1,2011-06-13 10:54:00,2.02,16794,United Kingdom,2.02,2011-06,True
556527,M,MANUAL,4,2011-06-13 11:33:00,1.65,16205,United Kingdom,6.6,2011-06,True
556526,POST,POSTAGE,1,2011-06-13 11:33:00,18.0,12732,France,18.0,2011-06,True
556529,POST,POSTAGE,4,2011-06-13 11:41:00,18.0,12714,France,72.0,2011-06,True
556573,M,MANUAL,1,2011-06-13 13:32:00,4.25,14667,United Kingdom,4.25,2011-06,True
556578,POST,POSTAGE,7,2011-06-13 14:13:00,18.0,12472,Germany,126.0,2011-06,True
556636,DOT,DOTCOM POSTAGE,1,2011-06-13 15:30:00,188.54,,United Kingdom,188.54,2011-06,True
556671,M,MANUAL,1,2011-06-13 16:33:00,2.5,17841,United Kingdom,2.5,2011-06,True
C556675,M,MANUAL,-1,2011-06-13 17:13:00,20.0,16013,United Kingdom,-20.0,2011-06,True
556784,M,MANUAL,1,2011-06-14 13:15:00,0.39,14461,United Kingdom,0.39,2011-06,True
C556796,D,DISCOUNT,-96,2011-06-14 14:40:00,0.7,16013,United Kingdom,-67.19999999999999,2011-06,True
C556807,POST,POSTAGE,-1,2011-06-14 15:43:00,14.95,,United Kingdom,-14.95,2011-06,True
C556807,M,MANUAL,-1,2011-06-14 15:43:00,91.58,,United Kingdom,-91.58,2011-06,True
556812,DOT,DOTCOM POSTAGE,1,2011-06-14 17:25:00,239.67,,United Kingdom,239.67,2011-06,True
556813,DOT,DOTCOM POSTAGE,1,2011-06-14 17:28:00,191.78,,United Kingdom,191.78,2011-06,True
556816,POST,POSTAGE,3,2011-06-15 09:01:00,18.0,12437,France,54.0,2011-06,True
556819,POST,POSTAGE,4,2011-06-15 10:21:00,18.0,12682,France,72.0,2011-06,True
556821,DOT,DOTCOM POSTAGE,1,2011-06-15 10:22:00,50.96,,United Kingdom,50.96,2011-06,True
556824,DOT,DOTCOM POSTAGE,1,2011-06-15 10:24:00,65.79,,United Kingdom,65.79,2011-06,True
556823,DOT,DOTCOM POSTAGE,1,2011-06-15 10:24:00,20.5,,United Kingdom,20.5,2011-06,True
556825,DOT,DOTCOM POSTAGE,1,2011-06-15 10:24:00,117.42,,United Kingdom,117.42,2011-06,True
556826,DOT,DOTCOM POSTAGE,1,2011-06-15 10:25:00,277.0,,United Kingdom,277.0,2011-06,True
556829,POST,POSTAGE,3,2011-06-15 10:51:00,28.0,12809,Portugal,84.0,2011-06,True
C556870,M,MANUAL,-1,2011-06-15 11:47:00,306.6,,United Kingdom,-306.6,2011-06,True
C556874,BANK CHARGES,BANK CHARGES,-1,2011-06-15 11:49:00,464.52,,United Kingdom,-464.52,2011-06,True
C556875,M,MANUAL,-1,2011-06-15 11:51:00,702.38,,United Kingdom,-702.38,2011-06,True
C556877,D,DISCOUNT,-1,2011-06-15 12:00:00,129.9,15498,United Kingdom,-129.9,2011-06,True
556883,C2,CARRIAGE,1,2011-06-15 12:24:00,50.0,13343,United Kingdom,50.0,2011-06,True
556886,POST,POSTAGE,2,2011-06-15 12:34:00,18.0,12624,France,36.0,2011-06,True
C556904,D,DISCOUNT,-1,2011-06-15 12:56:00,14.42,14527,United Kingdom,-14.42,2011-06,True
C556919,POST,POSTAGE,-1,2011-06-15 13:46:00,2.17,17511,United Kingdom,-2.17,2011-06,True
556932,DOT,DOTCOM POSTAGE,1,2011-06-15 15:41:00,141.03,,United Kingdom,141.03,2011-06,True
556955,gift_0001_20,TO PUSH ORDER THROUGHA S STOCK WAS,10,2011-06-16 09:04:00,0.0,,United Kingdom,0.0,2011-06,True
556969,C2,CARRIAGE,1,2011-06-16 10:11:00,25.0,16257,United Kingdom,25.0,2011-06,True
557007,POST,POSTAGE,7,2011-06-16 11:30:00,28.0,12484,Spain,196.0,2011-06,True
557027,POST,POSTAGE,2,2011-06-16 13:24:00,40.0,12816,Poland,80.0,2011-06,True
557055,POST,POSTAGE,2,2011-06-16 14:45:00,18.0,12621,Germany,36.0,2011-06,True
557069,POST,POSTAGE,3,2011-06-16 15:22:00,18.0,12562,France,54.0,2011-06,True
557112,DOT,DOTCOM POSTAGE,1,2011-06-16 16:31:00,273.01,,United Kingdom,273.01,2011-06,True
557136,C2,CARRIAGE,1,2011-06-17 09:23:00,50.0,14911,EIRE,50.0,2011-06,True
557147,POST,POSTAGE,4,2011-06-17 10:51:00,15.0,12408,Belgium,60.0,2011-06,True
557232,POST,POSTAGE,2,2011-06-17 14:28:00,18.0,12463,Belgium,36.0,2011-06,True
557295,POST,POSTAGE,1,2011-06-19 13:37:00,18.0,12724,France,18.0,2011-06,True
557297,POST,POSTAGE,2,2011-06-19 13:54:00,28.0,12421,Spain,56.0,2011-06,True
C557300,M,MANUAL,-1,2011-06-19 14:05:00,0.77,12421,Spain,-0.77,2011-06,True
557314,POST,POSTAGE,1,2011-06-19 15:59:00,28.0,12541,Spain,28.0,2011-06,True
557318,C2,CARRIAGE,1,2011-06-19 16:11:00,50.0,14911,EIRE,50.0,2011-06,True
557324,DOT,DOTCOM POSTAGE,1,2011-06-20 09:41:00,212.33,,United Kingdom,212.33,2011-06,True
557377,M,MANUAL,1,2011-06-20 11:00:00,1917.0,,EIRE,1917.0,2011-06,True
557377,M,MANUAL,1,2011-06-20 11:00:00,1216.12,,EIRE,1216.12,2011-06,True
C557381,M,MANUAL,-1,2011-06-20 11:01:00,1216.12,,EIRE,-1216.12,2011-06,True
C557387,M,MANUAL,-1,2011-06-20 11:02:00,1917.0,,EIRE,-1917.0,2011-06,True
557427,POST,POSTAGE,9,2011-06-20 12:14:00,18.0,12429,Denmark,162.0,2011-06,True
557466,POST,POSTAGE,11,2011-06-20 13:08:00,18.0,13815,Germany,198.0,2011-06,True
557480,DOT,DOTCOM POSTAGE,1,2011-06-20 14:10:00,86.38,,United Kingdom,86.38,2011-06,True
557481,DOT,DOTCOM POSTAGE,1,2011-06-20 14:11:00,130.63,,United Kingdom,130.63,2011-06,True
557482,DOT,DOTCOM POSTAGE,1,2011-06-20 14:11:00,57.58,,United Kingdom,57.58,2011-06,True
557483,POST,POSTAGE,1,2011-06-20 14:17:00,18.0,12643,France,18.0,2011-06,True
557489,POST,POSTAGE,3,2011-06-20 14:58:00,18.0,12490,France,54.0,2011-06,True
557493,DOT,DOTCOM POSTAGE,1,2011-06-20 15:18:00,132.33,,United Kingdom,132.33,2011-06,True
557494,DOT,DOTCOM POSTAGE,1,2011-06-20 15:19:00,182.38,,United Kingdom,182.38,2011-06,True
557495,DOT,DOTCOM POSTAGE,1,2011-06-20 15:19:00,26.33,,United Kingdom,26.33,2011-06,True
557496,DOT,DOTCOM POSTAGE,1,2011-06-20 15:19:00,101.17,,United Kingdom,101.17,2011-06,True
557497,DOT,DOTCOM POSTAGE,1,2011-06-20 15:20:00,46.13,,United Kingdom,46.13,2011-06,True
557500,gift_0001_20,DOTCOMGIFTSHOP GIFT VOUCHER £20.00,1,2011-06-20 15:27:00,16.67,,United Kingdom,16.67,2011-06,True
557500,DOT,DOTCOM POSTAGE,1,2011-06-20 15:27:00,167.02,,United Kingdom,167.02,2011-06,True
557502,DOT,DOTCOM POSTAGE,1,2011-06-20 15:32:00,173.3,,United Kingdom,173.3,2011-06,True
557525,POST,POSTAGE,3,2011-06-21 09:26:00,15.0,12759,Netherlands,45.0,2011-06,True
557569,POST,POSTAGE,2,2011-06-21 10:46:00,18.0,12474,Germany,36.0,2011-06,True
557605,C2,CARRIAGE,1,2011-06-21 12:06:00,25.0,14911,EIRE,25.0,2011-06,True
C557624,M,MANUAL,-1,2011-06-21 14:22:00,0.75,16422,United Kingdom,-0.75,2011-06,True
C557624,M,MANUAL,-1,2011-06-21 14:22:00,5.8,16422,United Kingdom,-5.8,2011-06,True
557627,POST,POSTAGE,1,2011-06-21 14:30:00,18.0,12583,France,18.0,2011-06,True
C557638,POST,POSTAGE,-1,2011-06-21 16:01:00,545.58,17450,United Kingdom,-545.58,2011-06,True
557641,DOT,DOTCOM POSTAGE,1,2011-06-21 16:35:00,75.71,,United Kingdom,75.71,2011-06,True
557642,DOT,DOTCOM POSTAGE,1,2011-06-21 16:35:00,88.75,,United Kingdom,88.75,2011-06,True
557643,DOT,DOTCOM POSTAGE,1,2011-06-21 16:36:00,129.08,,United Kingdom,129.08,2011-06,True
557644,DOT,DOTCOM POSTAGE,1,2011-06-21 17:06:00,138.46,,United Kingdom,138.46,2011-06,True
557645,DOT,DOTCOM POSTAGE,1,2011-06-21 17:08:00,87.75,,United Kingdom,87.75,2011-06,True
C557656,M,MANUAL,-3,2011-06-21 17:37:00,4.25,14001,United Kingdom,-12.75,2011-06,True
C557663,C2,CARRIAGE,-1,2011-06-21 17:59:00,15.0,,EIRE,-15.0,2011-06,True
557669,POST,POSTAGE,2,2011-06-22 09:43:00,18.0,12674,France,36.0,2011-06,True
557675,POST,POSTAGE,1,2011-06-22 10:27:00,15.0,,Hong Kong,15.0,2011-06,True
557734,POST,POSTAGE,2,2011-06-22 11:20:00,18.0,12684,France,36.0,2011-06,True
557742,C2,CARRIAGE,1,2011-06-22 11:46:00,50.0,14911,EIRE,50.0,2011-06,True
557754,POST,POSTAGE,1,2011-06-22 13:12:00,700.0,12432,Norway,700.0,2011-06,True
557759,C2,CARRIAGE,1,2011-06-22 13:52:00,50.0,14156,EIRE,50.0,2011-06,True
557768,POST,POSTAGE,1,2011-06-22 14:26:00,3.01,,United Kingdom,3.01,2011-06,True
557789,POST,POSTAGE,3,2011-06-22 16:32:00,15.0,12379,Belgium,45.0,2011-06,True
557803,POST,POSTAGE,1,2011-06-23 10:20:00,40.0,12704,Finland,40.0,2011-06,True
557850,POST,POSTAGE,2,2011-06-23 10:56:00,18.0,12720,Germany,36.0,2011-06,True
557872,C2,CARRIAGE,1,2011-06-23 12:42:00,50.0,14911,EIRE,50.0,2011-06,True
557884,M,MANUAL,1,2011-06-23 13:35:00,1.25,17759,United Kingdom,1.25,2011-06,True
557885,POST,POSTAGE,2,2011-06-23 13:37:00,15.0,12465,Belgium,30.0,2011-06,True
557889,POST,POSTAGE,2,2011-06-23 13:51:00,18.0,12412,Denmark,36.0,2011-06,True
C557927,D,DISCOUNT,-1,2011-06-23 14:56:00,10.0,16029,United Kingdom,-10.0,2011-06,True
